%Door: Chris Geerse, 13 dec 2005
%Dit bestand gaat in principe uit van het bestand "Statistieken 01-01-1901 tot 31-12-1998 (Rob, 20-07-1999).txt".
%Daaraan zijn m.b.v. waterbase.nl en Dirk Vlag extra gegevens aan toegevoegd.
%
%
%DE VOLGENDE VARIABELEN WORDEN GEGEVEN:
%1 datum      01-01-1901     t/m   30-09-2005
%2 meerpeil   01-01-1976     t/m   30-09-2005     (geografisch) daggemiddelde IJsselmeer
%3 ql_d_g     01-01-1901     t/m   25-05-2005     gem. dagafvoer Lobith
%4 qo_d_g     01-01-1981     t/m   25-05-2005     gem. dagafvoer Olst
%
%Opmerking: hiaatwaarden worden weergegeven door negen negens, dus 999999999.
%
%
%BESCHRIJVING VAN DE VARIABELEN:
%
%1 datum         01-01-1901    t/m  30-09-2005
%Deze variabele heeft het formaat jjjjmmdd.
%
%
%2 meerpeil      01-01-1976    t/m  30-09-2005
%Eric's data:    01-01-1976    t/m  31-03-1995 zie Hydra-M deelrapport 2
%H. Oude Voshaar:01-04-1995    t/m  31-12-1998 werkzaam bij IJG, afd WSM (IJG was vroeger RDIJ)
%Dirk Vlag:      01-01-1999    t/m  30-09-2005 eveneens afkomstig van Harry Oude Voshaar
%
%Het meerpeil (d.w.z. centrum IJsselmeer) is als volgt bepaald:
%Eerst is voor de 8:00 uurswaarden het gewogen gemiddelde
%over 4 stations bepaald. Daarna is het gewogen gemiddelde bepaald voor
%de 20:00 uurswaarden. Dat levert dan twee getallen.
%Het gemiddelde van deze twee getallen vormt de waarde van het meerpeil.
%De gebruikte wegingsfactoren zijn:
%     Den Oever             0.215
%     Houtrib Noord         0.353
%     Lemmer                0.128
%     Kornwederzand Binnen  0.304
%Opmerking: in Eric's data komen geen hiaat-waarden voor;
%in Harry's data wel. De hiaatwaarden zijn vervangen door de hierna gegeven waarden:
%datum        hiaatwaarden  meerpeil na        omringende waarden
%                           interpolatie       
%19950709     999999999      -18               -19 * -17
%
%19951129     999999999      -40               -40 * * * * -40
%19951130     999999999      -40
%19951201     999999999      -40
%19951202     999999999      -40
%
%19951223     999999999      -40               -41 * -40
%19960219     999999999      -32               -29 * -36
%19960313     999999999      -40               -42 * -38
%19960323     999999999      -34               -35 * -33
%19960604     999999999      -16               -16 * -17
%19961107     999999999      -5                -10 * -1
%
%19970518     999999999      -14               -16 * * -13
%19970519     999999999      -14
%Hiaatwaarden komen niet voor in de door Dirk Vlag geleverde data.
%
%3 ql_d_g
%Gemiddelde dagafvoer Lobith (m3/s).
%
%Periode          01-01-1901     t/m    31-12-1998
%Deze gegevens komen uit de DONAR database (gedownload door Rob Lisman rond 20 juli 1999).
%Rob heeft steekproefsgewijs gecontroleerd dat deze data identiek zijn aan die in het spreadsheet van
%Bart Parmet (het Excel-bestand 01qlob98.xls van datum 08-01-1999).
%Overigens heeft Bart Parmet al eens vermeld dat zijn data uit DONAR komen.
%Er komen geen hiaat-waarden voor.
%
%periode      01-01-1999 t/m 25-05-2005
%Deze gegevens komen uit waterbase.nl (geen hiaatwaarden)
%
%
%4 qo_d_g     Gemiddelde dagafvoer Olst (m3/s).
%periode          01-01-1981 t/m 31-12-1998
%Deze gegevens komen uit de DONAR database (gedownload door Rob Lisman rond 20 juli 1999).
%Er komen in de genoemde periode geen hiaat-waarden voor.
%
%periode          01-01-1999 t/m 25-05-2005
%Deze gegevens komen uit waterbase.nl (geen hiaatwaarden)
%
%LET OP: DE KOLOMMEN ZIJN, MET NAME ONDERAAN, NIET ALTIJD NETJES UITGELIJND
%EN OOK NIET EVEN LANG
%                                                    
%datum        meerpeil         ql_d_g     qo_d_g
19030323     999999999          1480     999999999
19030324     999999999          1475     999999999
19030325     999999999          1470     999999999
19030326     999999999          1440     999999999
19030327     999999999          1405     999999999
19030328     999999999          1390     999999999
19030329     999999999          1355     999999999
19030330     999999999          1330     999999999
19030331     999999999          1330     999999999
19030401     999999999          1330     999999999
19030402     999999999          1335     999999999
19030403     999999999          1370     999999999
19030404     999999999          1390     999999999
19030405     999999999          1430     999999999
19030406     999999999          1495     999999999
19030407     999999999          1655     999999999
19030408     999999999          1805     999999999
19030409     999999999          1960     999999999
19030410     999999999          2100     999999999
19030411     999999999          2200     999999999
19030412     999999999          2165     999999999
19030413     999999999          2120     999999999
19030414     999999999          2085     999999999
19030415     999999999          2040     999999999
19030416     999999999          2000     999999999
19030417     999999999          1930     999999999
19030418     999999999          1870     999999999
19030419     999999999          1840     999999999
19030420     999999999          1800     999999999
19030421     999999999          1785     999999999
19030422     999999999          1775     999999999
19030423     999999999          1770     999999999
19030424     999999999          1800     999999999
19030425     999999999          1860     999999999
19030426     999999999          1950     999999999
19030427     999999999          2345     999999999
19030428     999999999          2780     999999999
19030429     999999999          2780     999999999
19030430     999999999          2655     999999999
19030501     999999999          2490     999999999
19030502     999999999          2370     999999999
19030503     999999999          2320     999999999
19030504     999999999          2270     999999999
19030505     999999999          2220     999999999
19030506     999999999          2165     999999999
19030507     999999999          2125     999999999
19030508     999999999          2075     999999999
19030509     999999999          2045     999999999
19030510     999999999          2040     999999999
19030511     999999999          2085     999999999
19030512     999999999          2210     999999999
19030513     999999999          2305     999999999
19030514     999999999          2340     999999999
19030515     999999999          2305     999999999
19030516     999999999          2245     999999999
19030517     999999999          2210     999999999
19030518     999999999          2155     999999999
19030519     999999999          2100     999999999
19030520     999999999          2060     999999999
19030521     999999999          2030     999999999
19030522     999999999          2000     999999999
19030523     999999999          1965     999999999
19030524     999999999          1915     999999999
19030525     999999999          1855     999999999
19030526     999999999          1775     999999999
19030527     999999999          1715     999999999
19030528     999999999          1680     999999999
19030529     999999999          1645     999999999
19030530     999999999          1610     999999999
19030531     999999999          1610     999999999
19030601     999999999          1605     999999999
19030602     999999999          1595     999999999
